category,profile,variable,variablename,dataset,year,is_most_recent,geotype,numGeoids,base,comparison_cv,comparison_m,comparison_percent,comparison_percent_m,comparison_sum,cv,m,difference_sum,difference_percent,difference_m,difference_percent_m,previous_sum,change_sum,change_percent,change_m,change_percent_m,change_percentage_point,change_percentage_point_m,change_significant,change_percent_significant,change_percentage_point_significant,notinprofile,percent,percent_m,previous_percent,percent_significant,producttype,release_year,significant,is_reliable,comparison_is_reliable,sum,unittype,special
languageSpokenAtHome,social,lgprt2,LgPrt2,y2006_2010,,FALSE,,12,Pop5pl2,4.8,1297,0.002,0,16565,7.961967039,925.0718891,-9502,0.18,1593.099809,0.050110755,,,,,,,,0,0,0,,0.0038,0.000501108,,TRUE,,,TRUE,TRUE,TRUE,7063,,FALSE
languageSpokenAtHome,social,lgprt1,LgPrt1,y2006_2010,,FALSE,,12,LgPrt1,4.8,1297,1,,16565,7.961967039,925.0718891,-9502,0,1593.099809,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,7063,,FALSE
languageSpokenAtHome,social,lgprslep2,LgPrsLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,9,810,0.003,0,5455,11.98693387,752.0638271,-1641,0.38,1105.305388,0.133269739,,,,,,,,0,0,0,,0.0068,0.001332697,,FALSE,,,FALSE,TRUE,TRUE,3814,,FALSE
languageSpokenAtHome,social,lgprslep1,LgPrsLEP1,y2006_2010,,FALSE,,12,LgPrs1,9,810,0.474,0.04,5455,11.98693387,752.0638271,-1641,8.68,1105.305388,7.259913237,,,,,,,,0,0,0,,0.5608,0.060585758,,FALSE,,,FALSE,TRUE,TRUE,3814,,FALSE
languageSpokenAtHome,social,lgprs2,LgPrs2,y2006_2010,,FALSE,,12,Pop5pl2,7.4,1400,0.002,0,11515,10.02772126,1121.865857,-4714,0.17,1794.040969,0.060790314,,,,,,,,0,0,0,,0.0037,0.000607903,,FALSE,,,FALSE,TRUE,TRUE,6801,,FALSE
languageSpokenAtHome,social,lgprs1,LgPrs1,y2006_2010,,FALSE,,12,LgPrs1,7.4,1400,1,,11515,10.02772126,1121.865857,-4714,0,1794.040969,0,,,,,,,,0,0,0,,1,0,,FALSE,,,FALSE,TRUE,TRUE,6801,,FALSE
languageSpokenAtHome,social,lgpollep2,LgPolLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,2.8,1481,0.018,0.001,31631,5.231846558,1055.143118,-19371,0.38,1818.430092,0.210612949,,,,,,,,0,0,0,,0.0218,0.001853586,,FALSE,,,TRUE,TRUE,TRUE,12260,,FALSE
languageSpokenAtHome,social,lgpollep1,LgPolLEP1,y2006_2010,,FALSE,,12,LgPol1,2.8,1481,0.558,0.012,31631,5.231846558,1055.143118,-19371,-2.38,1818.430092,2.869662143,,,,,,,,0,0,0,,0.5342,0.026067146,,FALSE,,,TRUE,TRUE,TRUE,12260,,FALSE
languageSpokenAtHome,social,lgpol2,LgPol2,y2006_2010,,FALSE,,12,Pop5pl2,2.5,2352,0.008,0,56732,4.309473009,1627.086353,-33780,0.44,2859.95,0.087955456,,,,,,,,0,0,0,,0.0124,0.000879555,,TRUE,,,TRUE,TRUE,TRUE,22952,,FALSE
languageSpokenAtHome,social,lgpol1,LgPol1,y2006_2010,,FALSE,,12,LgPol1,2.5,2352,1,,56732,4.309473009,1627.086353,-33780,0,2859.95,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,22952,,FALSE
languageSpokenAtHome,social,lgowglep2,LgOWGLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,15.7,153,0,0,594,48.93668947,74.06078585,-502,0.02,169.982352,0.013148964,,,,,,,,0,0,0,,0.0002,0.00013149,,FALSE,,,FALSE,FALSE,TRUE,92,,FALSE
languageSpokenAtHome,social,lgowglep1,LgOWGLEP1,y2006_2010,,FALSE,,12,LgOWG1,15.7,153,0.141,0.029,594,48.93668947,74.06078585,-502,-3.57,169.982352,8.184545613,,,,,,,,0,0,0,,0.1053,0.076535473,,FALSE,,,FALSE,FALSE,TRUE,92,,FALSE
languageSpokenAtHome,social,lgowg2,LgOWG2,y2006_2010,,FALSE,,12,Pop5pl2,9.5,661,0.001,0,4214,21.00418321,301.9834433,-3340,-0.05,726.7152124,0.016370358,,,,,,,,0,0,0,,0.0005,0.000163704,,TRUE,,,TRUE,FALSE,TRUE,874,,FALSE
languageSpokenAtHome,social,lgowg1,LgOWG1,y2006_2010,,FALSE,,12,LgOWG1,9.5,661,1,,4214,21.00418321,301.9834433,-3340,0,726.7152124,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,FALSE,TRUE,874,,FALSE
languageSpokenAtHome,social,lgosvlep2,LgOSvLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,7.7,931,0.004,0.001,7392,12.30222563,442.5867147,-5205,0,1030.846254,0.127091814,,,,,,,,0,0,0,,0.0039,0.000784368,,FALSE,,,TRUE,TRUE,TRUE,2187,,FALSE
languageSpokenAtHome,social,lgosvlep1,LgOSvLEP1,y2006_2010,,FALSE,,12,LgOSlv1,7.7,931,0.486,0.044,7392,12.30222563,442.5867147,-5205,1.66,1030.846254,8.263448938,,,,,,,,0,0,0,,0.5026,0.069946114,,FALSE,,,TRUE,TRUE,TRUE,2187,,FALSE
languageSpokenAtHome,social,lgoslv2,LgOSlv2,y2006_2010,,FALSE,,12,Pop5pl2,5.3,1330,0.002,0,15209,8.932179211,639.3113482,-10858,0.04,1475.675777,0.034637345,,,,,,,,0,0,0,,0.0024,0.000346373,,FALSE,,,TRUE,TRUE,TRUE,4351,,FALSE
languageSpokenAtHome,social,lgoslv1,LgOSlv1,y2006_2010,,FALSE,,12,LgOSlv1,5.3,1330,1,,15209,8.932179211,639.3113482,-10858,0,1475.675777,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,4351,,FALSE
languageSpokenAtHome,social,lgopilep2,LgOPILEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,10.2,606,0.002,0,3613,16.03429607,616.6806305,-1275,0.22,864.5987509,0.109376833,,,,,,,,0,0,0,,0.0042,0.001093768,,FALSE,,,FALSE,TRUE,TRUE,2338,,FALSE
languageSpokenAtHome,social,lgopilep1,LgOPILEP1,y2006_2010,,FALSE,,12,LgOPI1,10.2,606,0.506,0.056,3613,16.03429607,616.6806305,-1275,1.6,864.5987509,10.46100792,,,,,,,,0,0,0,,0.522,0.08835875,,FALSE,,,FALSE,TRUE,TRUE,2338,,FALSE
languageSpokenAtHome,social,lgopi2,LgOPI2,y2006_2010,,FALSE,,12,Pop5pl2,7.7,905,0.001,0,7135,12.29683658,906.025386,-2656,0.14,1280.588537,0.049103521,,,,,,,,0,0,0,,0.0024,0.000491035,,FALSE,,,FALSE,TRUE,TRUE,4479,,FALSE
languageSpokenAtHome,social,lgopi1,LgOPI1,y2006_2010,,FALSE,,12,LgOPI1,7.7,905,1,,7135,12.29683658,906.025386,-2656,0,1280.588537,0,,,,,,,,0,0,0,,1,0,,FALSE,,,FALSE,TRUE,TRUE,4479,,FALSE
languageSpokenAtHome,social,lgonna2,LgONNA2,y2006_2010,,FALSE,,12,Pop5pl2,18.1,387,0,0,1297,41.1561255,238.9874474,-944,0.02,454.8450286,0.012956562,,,,,,,,0,0,0,,0.0002,0.000129566,,FALSE,,,FALSE,FALSE,TRUE,353,,FALSE
languageSpokenAtHome,social,lgonna1,LgONNA1,y2006_2010,,FALSE,,12,LgONNA1,18.1,387,1,,1297,41.1561255,238.9874474,-944,0,454.8450286,0,,,,,,,,0,0,0,,1,0,,FALSE,,,FALSE,FALSE,TRUE,353,,FALSE
languageSpokenAtHome,social,lgonalep2,LgONALEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,42.3,140,0,0,201,,,-201,0,140,0,,,,,,,,0,0,0,,0,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgonalep1,LgONALEP1,y2006_2010,,FALSE,,12,LgONNA1,42.3,140,0.155,0.098,201,,,-201,-15.5,140,9.8,,,,,,,,0,0,0,,0,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgolglep2,LgOLgLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,14.6,486,0.001,0,2023,28.11956885,175.7754249,-1643,0,516.8104101,0.031199997,,,,,,,,0,0,0,,0.0007,0.000312,,FALSE,,,TRUE,FALSE,TRUE,380,,FALSE
languageSpokenAtHome,social,lgolglep1,LgOLgLEP1,y2006_2010,,FALSE,,12,LgOLg1,14.6,486,0.449,0.065,2023,28.11956885,175.7754249,-1643,-11.57,516.8104101,10.5885623,,,,,,,,0,0,0,,0.3333,0.083586872,,FALSE,,,TRUE,FALSE,TRUE,380,,FALSE
languageSpokenAtHome,social,lgolg2,LgOLg2,y2006_2010,,FALSE,,12,Pop5pl2,11.6,860,0.001,0,4504,23.62914552,443.1173659,-3364,0,967.4466394,0.024021774,,,,,,,,0,0,0,,0.0006,0.000240218,,FALSE,,,TRUE,FALSE,TRUE,1140,,FALSE
languageSpokenAtHome,social,lgolg1,LgOLg1,y2006_2010,,FALSE,,12,LgOLg1,11.6,860,1,,4504,23.62914552,443.1173659,-3364,0,967.4466394,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,FALSE,TRUE,1140,,FALSE
languageSpokenAtHome,social,lgoinlep2,LgOInLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,2.4,2328,0.033,0.001,57906,3.718311434,2153.90738,-22692,2.95,3171.577053,0.387469136,,,,,,,,0,0,0,,0.0625,0.003743425,,TRUE,,,TRUE,TRUE,TRUE,35214,,FALSE
languageSpokenAtHome,social,lgoinlep1,LgOInLEP1,y2006_2010,,FALSE,,12,LgOInd1,2.4,2328,0.532,0.011,57906,3.718311434,2153.90738,-22692,0,3171.577053,1.961768384,,,,,,,,0,0,0,,0.5317,0.016243569,,FALSE,,,TRUE,TRUE,TRUE,35214,,FALSE
languageSpokenAtHome,social,lgoind2,LgOInd2,y2006_2010,,FALSE,,12,Pop5pl2,2.1,3809,0.014,0.001,108917,3.221289715,3509.541993,-42687,2.19,5179.320998,0.214066257,,,,,,,,0,0,0,,0.0359,0.001892732,,TRUE,,,TRUE,TRUE,TRUE,66230,,FALSE
languageSpokenAtHome,social,lgoind1,LgOInd1,y2006_2010,,FALSE,,12,LgOInd1,2.1,3809,1,,108917,3.221289715,3509.541993,-42687,0,5179.320998,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,66230,,FALSE
languageSpokenAtHome,social,lgoieu2,LgOIEu2,y2006_2010,,FALSE,,12,Pop5pl2,4.1,3067,0.006,0,45579,5.415454606,1399.691395,-29867,0.25,3371.294262,0.075744915,,,,,,,,0,0,0,,0.0085,0.000757449,,TRUE,,,TRUE,TRUE,TRUE,15712,,FALSE
languageSpokenAtHome,social,lgoieu1,LgOIEu1,y2006_2010,,FALSE,,12,LgOIEu1,4.1,3067,1,,45579,5.415454606,1399.691395,-29867,0,3371.294262,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,15712,,FALSE
languageSpokenAtHome,social,lgoielep2,LgOIELEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,4.8,1555,0.011,0.001,19493,6.539840432,754.568751,-12479,0.15,1728.409384,0.16645784,,,,,,,,0,0,0,,0.0125,0.001330722,,FALSE,,,TRUE,TRUE,TRUE,7014,,FALSE
languageSpokenAtHome,social,lgoielep1,LgOIELEP1,y2006_2010,,FALSE,,12,LgOIEu1,4.8,1555,0.428,0.018,19493,6.539840432,754.568751,-12479,1.84,1728.409384,3.238667279,,,,,,,,0,0,0,,0.4464,0.026923903,,FALSE,,,TRUE,TRUE,TRUE,7014,,FALSE
languageSpokenAtHome,social,lgoenlep2,LgOEnLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,0.4,11452,1,,1770464,0.761885642,7058.295403,-1207288,0,13452.4287,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,563176,,FALSE
languageSpokenAtHome,social,lgoenlep1,LgOEnLEP1,y2006_2010,,FALSE,,12,Pop5pl1,0.4,11452,0.234,0.002,1770464,0.761885642,7058.295403,-1207288,7.13,13452.4287,0.398721726,,,,,,,,0,0,0,,0.3053,0.003449333,,TRUE,,,TRUE,TRUE,TRUE,563176,,FALSE
languageSpokenAtHome,social,lgoeng2,LgOEng2,y2006_2010,,FALSE,,12,Pop5pl2,0.2,10514,0.483,0.001,3649607,0.550115361,9898.783208,-2555746,11,14440.57149,0.440935601,,,,,,,,0,0,0,,0.593,0.004294464,,TRUE,,,TRUE,TRUE,TRUE,1093861,,FALSE
languageSpokenAtHome,social,lgoeng1,LgOEng1,y2006_2010,,FALSE,,12,Pop5pl1,0.2,10514,0.483,0.001,3649607,0.550115361,9898.783208,-2555746,11,14440.57149,0.440935601,,,,,,,,0,0,0,,0.593,0.004294464,,TRUE,,,TRUE,TRUE,TRUE,1093861,,FALSE
languageSpokenAtHome,social,lgoasn2,LgOAsn2,y2006_2010,,FALSE,,12,Pop5pl2,3.2,1998,0.005,0,37497,5.817593749,1757.998294,-19127,0.5,2661.308325,0.095158499,,,,,,,,0,0,0,,0.01,0.000951585,,TRUE,,,TRUE,TRUE,TRUE,18370,,FALSE
languageSpokenAtHome,social,lgoasn1,LgOAsn1,y2006_2010,,FALSE,,12,LgOAsn1,3.2,1998,1,,37497,5.817593749,1757.998294,-19127,0,2661.308325,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,18370,,FALSE
languageSpokenAtHome,social,lgoanlep2,LgOAnLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,4.4,1223,0.01,0.001,16901,7.823921132,1074.288136,-8554,0.48,1627.828001,0.214575249,,,,,,,,0,0,0,,0.0148,0.001898487,,FALSE,,,TRUE,TRUE,TRUE,8347,,FALSE
languageSpokenAtHome,social,lgoanlep1,LgOAnLEP1,y2006_2010,,FALSE,,12,LgOAsn1,4.4,1223,0.451,0.022,16901,7.823921132,1074.288136,-8554,0.34,1627.828001,4.486769408,,,,,,,,0,0,0,,0.4544,0.039103836,,FALSE,,,TRUE,TRUE,TRUE,8347,,FALSE
languageSpokenAtHome,social,lgnavlep2,LgNavLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,103,17,0,0,10,,,-10,0,17,0,,,,,,,,0,0,0,,0,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgnavlep1,LgNavLEP1,y2006_2010,,FALSE,,12,LgNav1,103,17,1,,10,,,-10,-100,17,0,,,,,,,,0,0,0,,,,,TRUE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgnav2,LgNav2,y2006_2010,,FALSE,,12,Pop5pl2,103.3,17,0,0,10,,,-10,0,17,0,,,,,,,,0,0,0,,0,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgnav1,LgNav1,y2006_2010,,FALSE,,12,LgNav1,103.3,17,1,,10,,,-10,-100,17,0,,,,,,,,0,0,0,,,,,TRUE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgmkmlep2,LgMKmLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,17.6,338,0.001,0,1167,113.2909644,41,-1145,-0.1,340.4776057,0.007279975,,,,,,,,0,0,0,,0,7.27998E-05,,TRUE,,,TRUE,FALSE,TRUE,22,,FALSE
languageSpokenAtHome,social,lgmkmlep1,LgMKmLEP1,y2006_2010,,FALSE,,12,LgMKhm1,17.6,338,0.458,0.052,1167,113.2909644,41,-1145,-38.29,340.4776057,12.59501164,,,,,,,,0,0,0,,0.0751,0.114714567,,TRUE,,,TRUE,FALSE,TRUE,22,,FALSE
languageSpokenAtHome,social,lgmkhm2,LgMKhm2,y2006_2010,,FALSE,,12,Pop5pl2,16.2,678,0,0,2548,64.87777322,312.7011353,-2255,0.02,746.6364577,0.016953231,,,,,,,,0,0,0,,0.0002,0.000169532,,FALSE,,,FALSE,FALSE,TRUE,293,,FALSE
languageSpokenAtHome,social,lgmkhm1,LgMKhm1,y2006_2010,,FALSE,,12,LgMKhm1,16.2,678,1,,2548,64.87777322,312.7011353,-2255,0,746.6364577,0,,,,,,,,0,0,0,,1,0,,FALSE,,,FALSE,FALSE,TRUE,293,,FALSE
languageSpokenAtHome,social,lglaolep2,LgLaoLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,41.7,74,0,0,108,58.99130317,64.04685785,-42,0.01,97.86725704,0.011371492,,,,,,,,0,0,0,,0.0001,0.000113715,,FALSE,,,FALSE,FALSE,FALSE,66,,FALSE
languageSpokenAtHome,social,lglaolep1,LgLaoLEP1,y2006_2010,,FALSE,,12,LgLao1,41.7,74,0.332,0.153,108,58.99130317,64.04685785,-42,7.54,97.86725704,31.6393134,,,,,,,,0,0,0,,0.4074,0.276939732,,FALSE,,,FALSE,FALSE,FALSE,66,,FALSE
languageSpokenAtHome,social,lglao2,LgLao2,y2006_2010,,FALSE,,12,Pop5pl2,30.9,165,0,0,325,42.09981615,112.1918001,-163,0.01,199.5294464,0.00608242,,,,,,,,0,0,0,,0.0001,6.08242E-05,,FALSE,,,FALSE,FALSE,FALSE,162,,FALSE
languageSpokenAtHome,social,lglao1,LgLao1,y2006_2010,,FALSE,,12,LgLao1,30.9,165,1,,325,42.09981615,112.1918001,-163,0,199.5294464,0,,,,,,,,0,0,0,,1,0,,FALSE,,,FALSE,FALSE,FALSE,162,,FALSE
languageSpokenAtHome,social,lgkorlep2,LgKorLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,3,2408,0.028,0.001,49166,3.432729263,2164.038355,-10843,4,3237.518494,0.387787703,,,,,,,,0,0,0,,0.068,0.003746723,,TRUE,,,TRUE,TRUE,TRUE,38323,,FALSE
languageSpokenAtHome,social,lgkorlep1,LgKorLEP1,y2006_2010,,FALSE,,12,LgKor1,3,2408,0.619,0.015,49166,3.432729263,2164.038355,-10843,6.1,3237.518494,2.154548837,,,,,,,,0,0,0,,0.68,0.015466353,,FALSE,,,TRUE,TRUE,TRUE,38323,,FALSE
languageSpokenAtHome,social,lgkor2,LgKor2,y2006_2010,,FALSE,,12,Pop5pl2,2.6,3389,0.011,0,79407,3.141972878,2912.785437,-23051,1.96,4468.740315,0.157046971,,,,,,,,0,0,0,,0.0306,0.00157047,,TRUE,,,TRUE,TRUE,TRUE,56356,,FALSE
languageSpokenAtHome,social,lgkor1,LgKor1,y2006_2010,,FALSE,,12,LgKor1,2.6,3389,1,,79407,3.141972878,2912.785437,-23051,0,4468.740315,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,56356,,FALSE
languageSpokenAtHome,social,lgjaplep2,LgJapLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,5.6,1119,0.007,0.001,12194,10.00357976,663.8305507,-8160,0.02,1301.088775,0.15431582,,,,,,,,0,0,0,,0.0072,0.001175303,,FALSE,,,TRUE,TRUE,TRUE,4034,,FALSE
languageSpokenAtHome,social,lgjaplep1,LgJapLEP1,y2006_2010,,FALSE,,12,LgJap1,5.6,1119,0.529,0.033,12194,10.00357976,663.8305507,-8160,7.17,1301.088775,6.663291888,,,,,,,,0,0,0,,0.6007,0.057887355,,FALSE,,,TRUE,TRUE,TRUE,4034,,FALSE
languageSpokenAtHome,social,lgjap2,LgJap2,y2006_2010,,FALSE,,12,Pop5pl2,4.1,1566,0.003,0,23070,8.109181962,895.7544306,-16355,0.06,1804.087581,0.048524142,,,,,,,,0,0,0,,0.0036,0.000485241,,FALSE,,,TRUE,TRUE,TRUE,6715,,FALSE
languageSpokenAtHome,social,lgjap1,LgJap1,y2006_2010,,FALSE,,12,LgJap1,4.1,1566,1,,23070,8.109181962,895.7544306,-16355,0,1804.087581,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,6715,,FALSE
languageSpokenAtHome,social,lgitlep2,LgItLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,2.3,1431,0.021,0.001,37681,4.636084586,874.133285,-26219,-0.06,1676.863143,0.182868894,,,,,,,,0,0,0,,0.0204,0.001531046,,FALSE,,,TRUE,TRUE,TRUE,11462,,FALSE
languageSpokenAtHome,social,lgitlep1,LgItLEP1,y2006_2010,,FALSE,,12,LgIt1,2.3,1431,0.384,0.009,37681,4.636084586,874.133285,-26219,2.9,1676.863143,2.23949346,,,,,,,,0,0,0,,0.413,0.020506904,,FALSE,,,TRUE,TRUE,TRUE,11462,,FALSE
languageSpokenAtHome,social,lgit2,LgIt2,y2006_2010,,FALSE,,12,Pop5pl2,1.8,2830,0.013,0,98037,3.518655691,1606.511749,-70282,0.2,3254.194217,0.086715158,,,,,,,,0,0,0,,0.015,0.000867152,,FALSE,,,TRUE,TRUE,TRUE,27755,,FALSE
languageSpokenAtHome,social,lgit1,LgIt1,y2006_2010,,FALSE,,12,LgIt1,1.8,2830,1,,98037,3.518655691,1606.511749,-70282,0,3254.194217,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,27755,,FALSE
languageSpokenAtHome,social,lghung2,LgHung2,y2006_2010,,FALSE,,12,Pop5pl2,4.7,623,0.001,0,7999,9.775848467,485.4935633,-4980,0.06,789.8309946,0.026306596,,,,,,,,0,0,0,,0.0016,0.000263066,,FALSE,,,TRUE,TRUE,TRUE,3019,,FALSE
languageSpokenAtHome,social,lghung1,LgHung1,y2006_2010,,FALSE,,12,LgHung1,4.7,623,1,,7999,9.775848467,485.4935633,-4980,0,789.8309946,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,3019,,FALSE
languageSpokenAtHome,social,lghnglep2,LgHngLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,7.7,431,0.002,0,3421,14.89045093,272.3820846,-2309,0,509.855862,0.048302006,,,,,,,,0,0,0,,0.002,0.00048302,,FALSE,,,TRUE,TRUE,TRUE,1112,,FALSE
languageSpokenAtHome,social,lghnglep1,LgHngLEP1,y2006_2010,,FALSE,,12,LgHung1,7.7,431,0.428,0.042,3421,14.89045093,272.3820846,-2309,-5.97,509.855862,7.997249459,,,,,,,,0,0,0,,0.3683,0.068055859,,FALSE,,,TRUE,TRUE,TRUE,1112,,FALSE
languageSpokenAtHome,social,lghmglep2,LgHmgLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,,,,,0,,,0,0,0,0,,,,,,,,0,0,0,,0,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lghmglep1,LgHmgLEP1,y2006_2010,,FALSE,,12,LgHmg1,,,,,0,,,0,0,0,0,,,,,,,,0,0,0,,,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lghmg2,LgHmg2,y2006_2010,,FALSE,,12,Pop5pl2,91.2,18,0,0,12,,,-12,0,18,0,,,,,,,,0,0,0,,0,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lghmg1,LgHmg1,y2006_2010,,FALSE,,12,LgHmg1,91.2,18,1,,12,,,-12,-100,18,0,,,,,,,,0,0,0,,,,,TRUE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgheblep2,LgHebLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,6.3,1234,0.007,0.001,11945,12.97747511,465.8121939,-9763,-0.31,1318.990902,0.129682838,,,,,,,,0,0,0,,0.0039,0.00082569,,FALSE,,,TRUE,TRUE,TRUE,2182,,FALSE
languageSpokenAtHome,social,lgheblep1,LgHebLEP1,y2006_2010,,FALSE,,12,LgHeb1,6.3,1234,0.243,0.023,11945,12.97747511,465.8121939,-9763,2.24,1318.990902,5.016162893,,,,,,,,0,0,0,,0.2654,0.044577898,,FALSE,,,TRUE,TRUE,TRUE,2182,,FALSE
languageSpokenAtHome,social,lgheb2,LgHeb2,y2006_2010,,FALSE,,12,Pop5pl2,2.7,2214,0.007,0,49164,8.010729928,1083.334667,-40943,-0.25,2464.83468,0.058684396,,,,,,,,0,0,0,,0.0045,0.000586844,,TRUE,,,TRUE,TRUE,TRUE,8221,,FALSE
languageSpokenAtHome,social,lgheb1,LgHeb1,y2006_2010,,FALSE,,12,LgHeb1,2.7,2214,1,,49164,8.010729928,1083.334667,-40943,0,2464.83468,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,8221,,FALSE
languageSpokenAtHome,social,lghdilep2,LgHdiLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,7,1022,0.005,0.001,8877,8.111979228,881.7851212,-2269,0.67,1349.825544,0.185200024,,,,,,,,0,0,0,,0.0117,0.001558815,,TRUE,,,FALSE,TRUE,TRUE,6608,,FALSE
languageSpokenAtHome,social,lghdilep1,LgHdiLEP1,y2006_2010,,FALSE,,12,LgHdi1,7,1022,0.29,0.026,8877,8.111979228,881.7851212,-2269,5.53,1349.825544,4.298612058,,,,,,,,0,0,0,,0.3453,0.03423166,,FALSE,,,FALSE,TRUE,TRUE,6608,,FALSE
languageSpokenAtHome,social,lghdi2,LgHdi2,y2006_2010,,FALSE,,12,Pop5pl2,4.3,2159,0.004,0,30632,5.43004456,1709.397847,-11495,0.64,2753.783216,0.09250574,,,,,,,,0,0,0,,0.0104,0.000925057,,TRUE,,,TRUE,TRUE,TRUE,19137,,FALSE
languageSpokenAtHome,social,lghdi1,LgHdi1,y2006_2010,,FALSE,,12,LgHdi1,4.3,2159,1,,30632,5.43004456,1709.397847,-11495,0,2753.783216,0,,,,,,,,0,0,0,,1,0,,FALSE,,,TRUE,TRUE,TRUE,19137,,FALSE
languageSpokenAtHome,social,lggujlep2,LgGujLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,10.1,623,0.002,0,3754,11.17558854,527.4324601,-885,0.31,816.280589,0.09343533,,,,,,,,0,0,0,,0.0051,0.000934353,,TRUE,,,FALSE,TRUE,TRUE,2869,,FALSE
languageSpokenAtHome,social,lggujlep1,LgGujLEP1,y2006_2010,,FALSE,,12,LgGuj1,10.1,623,0.372,0.041,3754,11.17558854,527.4324601,-885,5.15,816.280589,5.831378489,,,,,,,,0,0,0,,0.4235,0.041466824,,FALSE,,,FALSE,TRUE,TRUE,2869,,FALSE
languageSpokenAtHome,social,lgguj2,LgGuj2,y2006_2010,,FALSE,,12,Pop5pl2,7.5,1241,0.001,0,10083,9.45828751,1054.11432,-3308,0.27,1628.262264,0.057115237,,,,,,,,0,0,0,,0.0037,0.000571152,,TRUE,,,FALSE,TRUE,TRUE,6775,,FALSE
languageSpokenAtHome,social,lgguj1,LgGuj1,y2006_2010,,FALSE,,12,LgGuj1,7.5,1241,1,,10083,9.45828751,1054.11432,-3308,0,1628.262264,0,,,,,,,,0,0,0,,1,0,,FALSE,,,FALSE,TRUE,TRUE,6775,,FALSE
languageSpokenAtHome,social,lggrmlep2,LgGrmLEP2,y2006_2010,,FALSE,,12,LgOEnLEP2,6.8,406,0.002,0,3642,11.65201199,275.4378333,-2205,0.06,490.6139011,0.048803287,,,,,,,,0,0,0,,0.0026,0.000488033,,FALSE,,,TRUE,TRUE,TRUE,1437,,FALSE
languageSpokenAtHome,social,lggrmlep1,LgGrmLEP1,y2006_2010,,FALSE,,12,LgGrm1,6.8,406,0.159,0.016,3642,11.65201199,275.4378333,-2205,5.87,490.6139011,3.958144675,,,,,,,,0,0,0,,0.2177,0.036203466,,FALSE,,,TRUE,TRUE,TRUE,1437,,FALSE
